id,opening_hours
7f63076e-bde3-4541-ad9a-5cf385f0a30a,
way/238385297,
way/381748316,
node/262443436,Mo-We 12:00-24:00; Th-Sa 12:00-25:00; Su 12:00-24:00
way/640280851,
node/292234943,
way/378840185,Mo 16:00-23:00; Tu-We 16:00-23:00; Th-Sa 12:00-24:00; Su 12:00-22:00
node/459269359,
way/640280048,Mo-Th 16:00-23:00; Fr 16:00-23:30; Sa 12:00-24:00; Su 12:00-23:00
way/265265245,Mo-Th 15:00-00:00; Fr 15:00-01:00; Sa 12:00-01:30; Su 12:00-23:00
way/660792782,
way/957099697,
way/536399756,
node/256404255,Su-Th 08:00-24:00; Fr-Sa 08:00-25:00
way/262600569,Mo-Th 17:00-23:00; Fr 16:00-23:00; Sa 14:00-23:00; Su 14:00-22:30
way/816170887,"Mo-We 16:00-00:00, Th 16:00-01:00, Fr 16:00-02:30, Sa 12:00-02:30, Su 12:00-23:00"
node/6634608910,
way/925218087,
node/658958423,
node/9739982235,Sa-Su 12:00-21:00
node/10261263865,Mo-We 12:00-22:00; Th-Fr 12:00-23:00; Sa 11:00-23:00; Su 11:00-21:00
node/2310523851,
node/10263469468,
node/6939589391,
b57e1e27-d927-483e-8f85-bc4ba48e9143,
node/520913454,Tu-Th 16:00-23:00; Fr 14:00-00:00; Sa 12:00-00:00; Su 12:00-22:30
way/1076851225,Mo-Th 15:00-23:00; Fr-Sa 12:00-01:00; Su 12:00-22:30
node/459819389,
way/1355051286,
node/2267462478,"Mo-Th 16:00-23:00; Fr,Sa 12:00-23:00; Su 13:00-22:00"
way/222077186,
node/529116489,
node/3497250394,
way/134777475,
node/6364969835,Su 12:00-22:30; Tu-We 16:00-23:00; Th-Sa 12:00-23:00
way/179791111,
node/496843507,
node/529116490,
way/1355051274,
way/1288548017,Mo-Th 16:00-23:00; Fr-Sa 12:00-01:00; Su 12:00-23:00
way/151161058,
node/2334811789,
node/459805640,
relation/2981008,
way/157617680,
node/25744507,
way/31915414,
node/599572738,
67f8a8cf-4172-4d25-97e9-394ee4b0d2c3,
node/27411557,"Mo-Th 16:00-12:00, Fr 16:00-01:00"
way/76046344,
way/70609598,Mo 16:00-22:30; Tu-Th 16:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-21:30
way/1026053464,
node/25894993,
way/274050580,
way/319902239,
way/401973264,
node/480829681,
way/190104590,Mo-Th 17:00-23:00; Fr 15:00-00:30; Sa 12:00-00:30; Su 12:00-22:00
node/6052873806,
way/447950556,
node/8821717717,Mo 12:00-22:00; Tu-Fr 12:00-23:00; Sa 12:00-24:00; Su 12:00-22:00
node/646585258,"Mo-Th 07:00-00:00; Fr, Sa 07:00-01:00; Su 08:00-23:00"
way/427900370,Mo-Th 08:00-23:30; Fr 08:00-24:00; Sa 09:00-24:00; Su 09:00-22:30
way/416601731,Mo-Sa 08:30-22:30; Su 08:30-21:00
node/6561669265,
way/532061943,
node/993017354,
5da80f4e-ac37-493d-8931-cd414da43d12,
53fb20f2-43ac-435f-8b32-4b373a4e794c,
way/187242347,
way/1155385349,
d0b82c46-7bff-40d9-bd86-fd3cbf7fb9d2,
12621dac-1264-4c99-8465-80872a891760,
node/849138031,
way/156501798,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:30
way/201174974,
node/268040827,
7729fbd8-6ecc-4c45-b044-7540c4a62329,
node/4464548883,
node/6293653478,
way/339708839,
node/330128385,
node/1516630076,
way/247245128,
way/340247717,12:00-24:00
node/6293653585,
node/330128414,
2c46680c-7662-4728-b9c4-ccb588d5f073,
node/6796796385,
node/460531077,
way/38769659,
way/671119848,
node/7804014021,
node/8263743019,
way/1327090619,Mo-Th 10:00-23:00; Fr-Sa 10:00-24:00
way/391389796,Mo-Su 12:00-24:00
way/138428151,Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 11:00-24:00; Su 11:00-22:30; PH 12:00-23:00
way/1341558980,
node/451152,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-23:00
node/451154,
way/1191618802,
way/935053788,"Mo-Th 11:00-24:00; Fr,Sa 11:00-01:00; Su 12:00-24:00"
way/224432174,Mo-Tu 16:00-22:30; We-Th 16:00-23:00; Fr-Sa 16:00-00:00
node/459250820,Su-th 11:00-24:00; fr-sa 11:00-01:00
c4745311-cd39-4865-994a-2834a2293908,
node/1517871629,Mo-Fr 16:00-23:00; Sa-Su 14:00-23:00
way/264032017,
way/182783888,Mo-Th 16:00-23:00; Fr 14:00-00:00; Sa 12:00-00:00; Su 12:00-22:00
d5c5c085-41cf-4d47-ab6e-59eb3809f00a,
node/4250008044,
node/25717655,
node/26065903,"Mo-Th 14:00-24:00; Fr 14:00-24:00; Sa 00:00-02:00,11:00-24:00; Su 00:00-02:00,11:00-24:00"
way/395988684,Mo-Th 16:30-24:00; Fr 16:30-01:00; Sa 12:00-01:00; Su 12:00-23:00
way/536515003,
way/1013159521,Mo-Th 14:00-00:00; Fr 14:00-02:00; Sa 12:00-02:00; Su 12:00-00:00
node/25717653,Mo-Th 11:00-00:00; Fr-Sa 11:00-01:00; Su 12:00-23:00
way/366291167,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:30
way/223934463,Mo-Su 12:00-22:00
node/9805131739,"Mo-Th 12:00-24:00; Fr 11:00-24:00; Sa 00:00-01:00,11:00-24:00; Su 00:00-01:00,11:00-24:00"
way/445566137,
node/26197017,
way/272100746,
e9285a51-1a72-4999-9335-3a8fdccff1e3,
way/242607346,"Mo-Th 16:00-00:00, Fr 16:00-01:00, Sa 12:00-01:00, Su 12:00-00:00"
way/1018511173,"Mo-Th 11:00-23:00; Fr,Sa 11:00-00:00; Su 12:00-22:30"
way/230259989,
node/344875284,
node/344875712,
node/360045160,"Mo-We 17:00-24:00, Th 17:00-01:00, Fr,Sa 17:00-03:00; Su off"
way/779442726,
node/362359474,
way/227830213,Mo-Th 16:00-23:00; Fr 16:00-01:00; Sa 12:00-01:00; Su 12:00-22:30
way/952014248,"Mo-We 16:00-24:00, Th 16:00-01:00, Fr 15:00-02:00, Sa 12:00-02:00, Su 12:00-24:00"
way/99431569,
way/593167141,Mo-Sa 12:00-23:00; Su 12:00-22:30
way/810341385,Mo-Sa 12:00-24:00; Su 12:00-23:00
way/953834864,
way/475181226,
way/154117129,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
way/497785764,
way/131925577,
way/810341396,Mo-Sa 11:00-23:00; Su 12:00-22:30
way/416068944,Mo-Th 11:00-23:30; Fr 11:00-00:00; Sa 10:00-00:00; Su 11:00-22:30
node/4894490332,
way/475410870,
way/445564923,
way/676767336,
node/344791683,
node/403454627,
node/276369831,
way/950017049,
node/305415324,Mo-Th 16:00-23:30; Fr 16:00-00:00; Sa 14:00-00:00; Su 14:00-22:00
way/491695960,Mo-Su 12:00-00:00
way/274050569,
node/313181168,
node/306553504,
node/4548682168,
way/270765497,
node/305415325,
way/142306062,Mo-Sa 11:00-23:00; Su 11:00-22:00
way/142306063,
node/1538908200,
node/305415271,
node/305415323,
way/288035711,
node/1678321931,
node/687158190,Mo-Fr 17:00-23:00; Sa 12:00-23:00; Su 12:00-22:30
node/279651322,
node/30793153,
way/1026061437,
node/333205448,
way/153027823,
70be8d19-eb97-46f8-b388-f183d6199514,
node/255012045,Mo-We 12:00-23:00; Th-Fr 12:00-24:00; Sa 11:00-25:00; Su 12:00-22:00
node/12633199509,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
node/370092612,Mo-Th 11:00-23:00; Fr-Sa 11:00-25:00; Su 11:00-23:00
node/12007863429,Mo-Th 12:00-00:00; Fr-Sa 11:00-27:00; Su 11:00-00:00
node/656954583,Mo-We 16:00-01:00; Th-Fr 16:00-02:00; Sa 12:00-02:00; Su 12:00-01:00
node/12633199507,Mo-Th 12:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-22:30
way/264128874,Mo off; Tu-We 15:00-23:00; Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:00
way/533228529,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:30
node/370187947,"Mo-Su 11:00-24:00; Fr,Sa 11:00-23:00"
node/12633147087,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-23:00
node/12633199535,Mo-We 16:00-23:00; Th-Sa 12:00-24:00; Su 12:00-23:00
node/3750381862,Mon-Su 11:00-00:30
node/385018022,Mo-Th 12:00-23:30; Fr-Sa 12:00-24:30; Su 12:00-23:30
node/12007863407,Mo-Th 15:00-23:00; Fr 15:00-00:00; Sa 12:00-00:00; Su 12:00-23:00
node/1139265343,
node/1139431615,
8b7a5945-c25a-4abd-adba-8759b838ee8a,
a9e70c35-5e65-499d-b6f0-0695ec3091e8,
node/1932068442,
node/2445347232,
node/12400890860,
node/11045432726,
way/686252742,
way/150695607,
way/452856397,
node/1116251530,Mo-Sa 08:00-22:00; Su 08:00-20:00
way/955830217,
c1ba0d77-f42e-4a65-a5b3-46c506239b04,
way/132202715,
way/337127150,Mo-We 12:00-23:00; Th-Fr 12:00-00:00; Sa 10:00-00:00; Su 10:00-22:30
node/293754855,Mo-Sa 12:00-23:00; Su 12:00-22:00
node/332118048,Mo 10:00-23:00; Tu-Th 10:00-23:30; Fr 10:00-24:00; Sa 08:00-00:00; Su 09:00-23:00
way/93710880,Mo-Sa 12:00-23:00; Su 12:00-22:00
way/224892755,
way/225465143,
way/1240322213,
way/225442626,
node/280145696,"Mo-We 08:00-24:00, Th-Sa 08:00-01:00, Su 09:00-24:00"
way/673989153,
way/973079813,Tu-We 18:00-00:00; Th-Sa 12:00-02:00; Su 12:00-23:59
way/125751676,
node/296889741,
way/225442612,Mo-We 16:00-00:30; Th-Sa 16:00-01:30; Su 16:00-22:30
node/27017235,
way/104112035,
way/1010697200,"Mo-Fr 08:00-23:00; Sa,Su 10:00-23:00"
way/193375861,
way/232592409,
node/294599679,
way/850126738,Su-Tu 12:00-23:00; We-Sa 12:00-24:00
way/474249421,"Su-Th 12:00-00:00, Fr-Sa 12:00-01:00"
way/516754454,
node/294001546,
node/293390260,Mo-We 15:00-00:00; Th 15:00-01:00; Fr 12:00-02:00; Sa 11:00-02:00; Su 12:00-12:00
way/451480071,"Mo-Su,PH 12:00-20:00"
way/281133713,
node/11445942141,
way/225465195,
node/49314952,
way/1009113808,
node/8830280452,
way/849284678,
node/294659404,Mo-Su 09:00-18:00
way/451762775,
way/451564160,"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 11:30-22:30"
node/3730997811,
way/300898455,10:00-02:00
way/516912955,
way/148155199,
way/688991974,
way/368797311,
node/26610587,
way/108251970,Mo-Sa 11:00-23:00; Su 11:00-22:30
way/814956451,
node/6677415686,"Mo,Tu,We,Su 08:00-23:30; Th 08:00-24:30; Fr,Sa 08:00-25:30"
node/265649310,
way/79813535,
way/148305760,Mo-Sa 08:00-23:30; Su 09:00-22:30
way/844981115,
node/26610590,Fr-Sa 12:00-02:00; Su-Th 12:00-01:00
node/166967411,
way/689405276,
way/1009113811,
way/1308852871,
way/520149634,Mo-Fr 12:00-00:00; Sa 10:00-00:00; Su 10:00-23:00
way/107530526,
way/132319674,
way/946022259,Mo-Sa 11:00-23:00; Su 11:00-22:30
node/6381240591,
node/300500863,
node/49311908,
node/296891969,
way/193375860,
node/11545207226,"We, Fr 16:00-21:00; Sa 12:00-21:00; Su 14:00-21:00"
node/362582983,
node/304421987,
node/304145828,
way/460379480,
way/467012110,
way/256915441,
way/439016355,
way/1316914002,
way/1311966735,Mo-Sa 12:00-23:00; Su 12:00-22:30
way/229533245,
way/1315886898,
way/256331320,
node/6019922913,
node/896149763,
way/477964006,
node/304464944,
way/143214350,
node/408561640,
node/12229930329,
node/410936555,
node/411115268,
way/172055445,
node/411115264,
node/812151434,
way/523400975,
way/199398431,
way/85192380,
way/334243397,
way/373710205,"Su-Th 11:00-23:00; Fr,Sa 11:00-01:00"
node/311188199,
way/131196049,
way/1240005017,
node/292183282,
way/942555974,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:30; PH off
way/110467983,
way/199398466,
node/596791860,
node/676853367,
way/514560030,
way/451645113,Mo-Sa 11:00-23:00; Su 11:00-22:00
way/1248129184,Mo-Th 12:00-23:00; Fr-Sa 11:00-23:00; Su 12:00-22:30
way/67827145,
way/840360163,
way/409316355,Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 10:00-24:00; Su 12:00-22:30
way/553138189,Mo-Fr 12:00-23:00; Sa 12:00-23:00; Su 12:00-22:30
node/250080603,
node/13667302001,Su-Th 12:00-00:00; Fr-Sa 12:00-01:00
node/250080453,
way/117607358,
node/4285984291,"Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-23:00"
node/2636979676,
node/98170592,"Mo-Th 12:00-23:00; Fr,Sa 10:00-00:00; Su 12:00-22:00"
way/110512372,
way/1238736065,Mo-Su 11:00-23:00
way/803510674,
node/2561724243,
node/881370103,
way/973132221,
way/449266220,Mo-We 11:00-23:00; Th-Sa 11:00-24:00; Su 11:00-22:30
way/929791965,
way/99475943,Mo-Th 15:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-23:00
way/339202679,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-22:30
node/831456411,
way/291687162,Mo-Su 11:00-23:00
way/941142501,Mo-Sa 12:00-24:00; Su 12:00-22:30
node/192399976,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:30
way/107827281,Mo-Th 16:00-23:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-22:30
way/117861610,
node/248453431,
node/630503145,
way/112528246,
way/123092742,Mo-Sa 10:00-23:00; Su 11:00-22:00
way/107710473,
node/899374404,
way/76844522,
way/75117566,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 11:00-22:30
way/109187435,
way/579402933,Mo-Su 11:00-00:00
way/70320037,"Mo-Sa 09:30-24:00; Su 00:00-01:00,09:30-23:00"
way/1238928087,Mo-Sa 12:00-23:00; Su 12:00-21:00
way/380853128,Mo-Sa 12:00-20:00; Su 12:00-19:00
node/4020316989,
way/172055438,Mo-Fr 16:00-00:00; Sa 12:00-00:00; Su 12:00-23:00
way/121897859,"Su-Tu, Th 07:30-23:00; We, Fr-Sa 07:30-00:00"
way/98612270,
way/76174399,
way/107755382,Tu-Th 17:00-23:00; Fr-Sa 14:00-00:00; Su 13:00-00:00
way/239482111,
way/107044526,
way/65658313,Tu-Fr 17:00-23:00; Sa 13:00-00:00; Su 13:00-23:00
way/543924851,
node/5762034694,
5bcabdc0-e382-4ec0-9827-ca50d34d1d6d,
node/535099403,Mo-Th 11:30-23:00; Fr-Sa 11:30-25:00; Su 11:30-22:30
way/543124606,
way/813087122,
way/365916813,Mo-Sa 11:00-23:00; Su 11:00-22:00
311057d3-05ea-4386-a013-aae81b860996,
way/366223826,
way/698319681,
node/721555244,
way/691555964,
node/12599552601,Mo-Su 12:00-23:00
way/199925624,
node/10924079510,
node/3196094985,
node/6284663193,
node/1324709953,
way/627999454,
way/968208603,
way/671115966,
node/12997774504,Mo-Tu 16:00-22:00; We-Th 12:00-22:00; Fr-Sa 12:00-24:00; Su 12:00-20:30
node/269859953,
way/93710851,Mo-Sa 12:00-23:00; Su 12:00-22:30
d33e0359-ec96-4866-834d-cda9247f3838,
node/9962758030,
way/90650944,"Mo-We,Sa 09:00-23:00; Th-Fr 09:00-00:00; Su 12:00-23:00"
node/13116885908,Mo-Su 12:00-23:00
node/592037510,
d927a3a9-592c-4967-918d-8b2ba373b151,
node/11146695407,
node/25510381,Mo-Sa 11:00-23:00; Su 11:00-22:30
way/93710844,Mo-Sa 12:00-23:00; Su 12:00-22:30
way/77739560,Su-We 09:00-23:00; Th-Sa 09:00-00:00
node/2182219226,
node/12889012255,Mo-Sa 11:00-23:00; Su 12:00-22:30
node/5202423829,Th-Fr 17:00-22:00 Sa 15:00-23:00
node/12997774502,Mo-Th 11:00-24:00; Fr-Sa 11:00-25:00; Su 11:00-23:00
way/90830736,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 12:00-22:30
node/13386371751,
node/4813283891,Fr 12:00-20:00; Sa 11:00-20:00; Su 12:00-18:00
node/266324793,
node/11304573103,Mo-Th 16:00-23:00; Fr-Sa 12:00-23:00; Su 12:00-22:00
e2c64c0b-8c72-457c-83f5-9bd863802fba,
node/11294886973,Th 17:00-22:00; Fr 15:00-22:30; Sa 12:00-22:30; Su 12:00-21:00
way/100799936,
61eead69-2103-453a-9235-ae99ca06bd5b,
6025e65a-011e-4070-b4b1-7b17040d12a5,
way/77765241,Mo-Sa 12:00-23:00; Su 12:00-22:30
way/128568070,
way/77765224,
node/347419938,
way/658688685,
way/90650951,
node/264790279,
way/77739551,Mo-Fr 12:00-23:00
way/102403099,
way/101328284,
node/4470034364,"Tu,Th,Fr 17:00-22:00; Sa 12:00-18:30; We,Su,Mo off"
way/813457443,
node/587850226,
way/90830735,"PH,Su-We 12:00-01:00, Th-Sa 12:00-02:00"
way/100674156,Mo-Fr 13:00-25:00; Sa-Su 12:00-25:00
way/100615020,
way/82770817,
node/9762808911,Mo-Tu 16:00-22:30; We-Sa 11:00-22:30; Su 12:00-18:00
node/7398105829,We-Fr 16:00-23:00; Sa 11:00-23:00; Su 12:00-19:00
way/82770796,
way/428337511,Mo-Sa 09:00-23:30; Su 11:00-22:00
node/12814480101,Mo-We 12:00-23:00; Th-Sa 12:00-00:00; Su 12:00-22:00
way/94069703,
way/101694683,
node/5493122124,
way/33893568,
way/95806698,
node/4564380187,Su-We 12:00-24:00; Th 12:00-25:00; Fr-Sa 12:00-26:00
node/295971752,Mo-Th 09:00-23:00; Fr-Sa 09:00-24:00; Su 09:00-22:30
way/77755297,"Mo-Th 09:00-23:00; Fr,Sa 09:00-00:00; Su 09:00-23:00"
node/268430691,
way/101328343,Mo-Th 08:00-11:00; Fr 08:00-24:00; Sa 09:00-24:00; Su 09:00-22:30
node/283218340,"Mo-Th 11:00-23:30; Fr,Sa 11:00-24:00; Su 12:00-23:00"
way/99929008,
way/82770837,
way/85166329,
node/587760188,Mo-Th 09:00-23:30; Fr-Sa 09:00-24:00; Su 09:00-23:00
node/247957492,Mo-Su 11:00-23:00; Th-Sa 11:00-23:30
way/102777880,Mo 12:00-22:00; Tu-Sa 12:00-23:30; Su 12:00-22:00
way/94758918,
way/230419025,Mo-Su 11:00-23:00
node/352930271,
way/100268281,
way/99869588,
node/8324913615,Mo-Fr 11:00-23:00; Sa 11:00-01:00; Su 12:00-22:30
way/77739567,Mo-Fr 07:00-23:00; Sa 08:00-23:00; Su 08:00-20:30
way/82770869,"Mo-Fr 06:00-09:00,11:00-23:00; Sa 12:00-23:00; Su 12:00-22:30"
way/101530109,"Mo-Th 12:00-23:00, Fr 12:00-01:00, Sa 16:00-01:00; Su off"
way/82770848,
node/13409071887,Mo-Sa 11:00-23:00; Su 12:00-21:00
way/82770915,
node/12997749797,Mo 12:00-22:00; Tu 12:00-23:00; We-Sa 12:00-24:00; Su 12:00-22:30
way/94758909,
way/82770789,Mo-Fr 12:00-23:00; Sa 11:00-23:00; Su 12:00-22:00
way/93710849,
node/5396322682,
way/89719962,
node/623428274,
node/293516727,"Su-Th 08:00-23:00; Fr,Sa 08:00-24:00"
way/100275592,
node/5314020623,
way/1168160316,
way/99869572,Mo-Su 12:00-22:00
way/100614943,Mo-Sa 11:00-23:00; Su 12:00-21:00
way/95125312,
node/269866730,
way/140087010,
node/306659436,Mo-Su 12:00-23:30
node/12997775906,Su-Th 09:00-24:00; Fr-Sa 09:00-25:00
node/13376685635,
way/82459256,
node/7138296487,
node/1707216586,
node/12997756180,Mo-Sa 12:00-23:00; 12:00-22:30
way/99928994,
way/85166223,
node/348782665,
node/287749130,
way/115978901,
way/207282617,Mo-Sa 12:00-23:00; Su 12:00-22:30
node/306666717,
way/1164917391,
way/101328387,
e3cdcc89-a22f-458e-98cb-591969ee1b10,
way/75392997,"Su-We 12:00-23:00, Th-Sa 12:00-01:00"
way/77765242,
aa28b638-473b-436a-a8b5-e261755bdcee,
32c5c20c-f736-4060-8c4a-f2f8d810fe83,
0b713a98-f03f-402f-865d-28b587838756,
node/4067222289,Mo-Tu 13:30-23:00; We-Th 12:00-23:00; Fr 12:00-24:30; Sa 11:00-24:30; Su 12:00-21:00
node/12231843057,
way/810273931,
3540c6dc-022d-48f1-a561-59e39fcc8cc3,
way/390045367,Mo-Sa 12:00-00:00; Su 12:00-22:00
node/10266443623,
node/10266440541,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-23:00
way/299668096,
node/12890502869,
67e9f328-cde2-4348-a5d2-0ba12c50baaa,
node/12890502854,Mo-Sa 11:00-23:00; Su 12:00-22:30
node/10266440600,Mo 12:00-19:00; Tu-We 12:00-21:00; Th-Sa 12:00-23:00; Su 12:00-20:00
way/1095220538,Mo-Fr 16:00-23:00; Sa-Su 12:00-23:00
node/10266440578,Mo-Sa 11:00-23:00; Su 12:00-22:30
node/12819770592,Mo-Th 16:00-23:00; Fr 12:00-24:00; Sa 11:30-24:00; Su 12:00-22:30
node/300452750,Mo-Sa 11:00-23:00; Su 12:00-22:30
node/5798900528,Mo-We 12:00-23:00; Th 12:00-24:00; Fr 12:00-25:00; Sa 10:00-25:00; Su 10:00-24:00
way/160669972,Su-Th 08:00-24:00; Fr-Sa 08:00-25:00
node/224146236,Th 18:00-26:00; Fr-Sa 18:00-28:00; Su 16:00-26:00
node/10266440633,Su-Th 12:00-23:00; Fr-Sa 12:00-00:00
node/10105926112,"Mo-Th, Sa 11:00-24:00; Fr 11:00-26:30; Su 11:30-23:00"
way/1093802500,Tu-Su 12:00-23:00; Dec 25-26 off
node/12952885350,Mo-We 12:00-23:00; Th 12:00-24:00; Fr 12:00-25:00; Sa 10:00-25:00; Su 10:00-23:00
way/160665955,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
node/12961239334,Su-We 12:00-24:00; Th 12:00-24:30; Fr-Sa 12:00-25:00
way/1240494108,
way/1095646248,Mo-Sa 11:00-23:00; Su 12:00-22:30
way/889916461,Mo-Th 12:00-24:00; Fr-Sa 12:00-25:00; Su 12:00-23:00
way/193321876,Mo-Sa 10:00-23:00; Su 10:00-22:30
node/10266449760,Mo-Th 12:00-23:00; Fr 12:00-23:30; Sa 11:00-23:30; Su 12:00-22:30
node/12890502853,Tu-Fr 16:00-23:00; Sa-Su 12:00-23:00
node/10253245701,Mo-Th 16:00-23:00; Fr 14:00-23:00; Sa 12:00-23:00; Su 13:00-23:00
node/5659383343,Mo-Sa 10:00-23:00; Su 10:00-22:30
node/10266440595,Mo-We 10:30-23:00; Th 10:30-24:00; Fr 10:30-26:00; Sa 10:00-26:00; Su 10:00-23:00
way/1240494104,Mo-Su 10:00-24:15
way/299668095,Su-Th 11:00-23:00; Fr-Sa 11:00-24:00
way/299668096,Mo-Th 11:30-23:00; Fr-Sa 11:30-24:00; Su 12:00-22:30
777b89b1-c081-40f3-ab0e-79ce2e91e3f5,
way/1075176772,Mo-Th 12:00-23:00; Fr-Sa 12:00-25:30; Su 12:00-22:30
way/97202478,
relation/15903999,
way/426236899,
way/1211922928,
way/421792158,Mo-Su 15:00-23:30
node/313234121,Mo-Sa 12:00-23:30; Su 12:00-21:30
node/264041224,
node/475257316,
way/374461268,
node/264797790,
node/264797750,
way/422986678,
way/1175033346,Mo-Th 15:00-23:00; Fr 15:00-23:00; Sa 12:00-23:00; Su 12:00-22:00
way/136012106,Mo-Fr 19:00-00:00; Sa 21:00-02:00; Su 14:00-00:00
node/601523012,Mo-Th 15:00-23:00; Fr 15:00-00:00; Sa 11:30-00:00; Su 12:00-22:30
node/601521583,
node/264803342,
way/539369586,
f9f0a5ff-e662-44a2-9581-7c1fe288c508,
b2fe0ed9-877a-4a43-a080-85bbc8eca74a,
node/449213965,
way/427545499,
way/214245068,
way/802738856,
1255c131-659c-431e-a65a-33ab779cf30c,
node/9607793865,
way/214247037,Su-Th 12:00-24:00; Fr 12:00-01:00; Sa 11:00-01:00
node/2519314340,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00
way/525502439,Tu-Fr 16:00+; Sa 14:00+
way/214245963,
way/965258342,
way/576049162,
node/2652399072,
node/2147605894,
node/684522391,
way/315002920,Su-Th 08:00-24:00; Fr-Sa 08:00-25:00
node/444540131,Su-We 12:00-24:00; Th-Sa 12:00-27:00
d89d1c50-35aa-4c17-8083-c36411b96e69,
node/12532959125,Mo-Th 14:00-24:00; Fr-Sa 12:00-25:00; Su 12:00-24:00
way/729179400,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
node/280592972,Mo-Th 18:00-27:00; Fr-Sa 18:00-28:00; Su 18:00-26:00
node/280606917,"Mo-Fr 16:00-23:00; Sa,Su 12:00-23:00"
way/845506223,"Mo-Fr 14:00-24:00, Sa,Su 12:00-24:00"
node/550437192,We-Fr 16:00-23:00; Sa 12:00-23:00; Su 12:00-20:00
node/12569588804,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-23:00
node/280593932,
node/12876936674,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-22:30
way/775813753,Su-Tu 11:30-23:00; We-Th 11:30-24:00; Fr-Sa 11:30-25:00
node/12532959124,
way/1019982948,
node/275452092,
node/12569614013,
way/458113481,
node/9833906511,
way/284450394,Mo-Th 15:00-23:00; Fr 15:00-00:00; Sa 12:00-00:00; Su 12:00-22:30
node/12797314961,
way/596687021,
way/73046057,
way/35428104,"Mo-Th 16:00-00:30, Fr 16:00-02:30, Sa 12:00-02:30, Su 12:00-00:30"
way/81679128,
way/79220804,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:00
way/1095462380,Tu-Th 16:00-23:00; Fr 16:00-23:30; Sa 12:00-23:30; Su 12:00-20:00
node/415580971,
way/82105873,
way/71327531,
way/291700402,Tu-Su 12:00-1:30
way/1208183645,
way/243679451,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
way/65382138,Mo-Su 08:00-24:00
way/1453911336,
way/73045981,
way/78765631,
way/81679283,
way/70913303,
way/78230784,
way/73045803,
way/1267662909,
way/71299826,Mo-We 12:00-23:00; Th 12:00-24:00; Fr-Sa 12:00-25:00; Su 12:00-23:00
node/303189871,
node/7398105830,
node/6795775062,Sa 12:00-21:00
node/9008509217,We-Fr 14:00-22:00; Sa 13:00-21:00; Su 12:00-19:00
node/9008497216,Mo 17:00-22:00; Tu-Th 15:00-22:00; Fr-Sa 13:00-22:00; Su 13:00-20:00
node/9008509218,We-Th 16:00-23:00; Fr 15:00-23:00; Sa 12:00-23:00; Su 12:00-22:00
node/4172844859,Sa 12:30-20:00
node/11007684249,
1b353c41-c236-4d31-a8ab-7b31cc4b3856,
45e0093b-6f6b-4912-b270-1b4532c1418b,
way/392465039,Tu-Sa 12:00-23:00; Su-Mo 12:00-22:00
way/391904298,"Mo-Th 17:00-23:00, Fr 17:00-24:00, Sa 12:00-24:00, Su 12:00-22:00"
b9713f01-d149-4ab2-af68-a88cdda7a237,
node/288026530,
way/952012500,
017d042c-83f2-42d2-9ae4-08b945db021b,
way/87977984,
way/260843129,
node/270420472,
way/544344833,
node/273533110,"Mo-Th 12:00-00:00, Fr-Sa 12:00-01:30, Su 12:00-00:00"
way/474345654,"Mo-We 16:00-23:00; Th 16:00-00:00; Fr,Sa 12:00-00:00; Su 12:00-22:30"
way/444744679,Mo-Sa 12:00-23:00; Su 12:00-22:00
node/248546654,
way/614423170,10:00-23:00
