id,opening_hours
node/559985361,
node/9006872322,Tu 13:00-17:00; Th 17:00-23:00; Fr 16:00-23:00; Sa 13:00-23:00
way/87939544,
way/501842066,
way/424790398,
way/1199596936,
node/3813864109,
node/11163028502,
node/605393557,
node/287243496,
node/3493582134,We-Fr 16:00-22:30; Sa 12:00-00:00; Su 12:00-21:30
node/3796261415,
node/605393006,
node/265662292,
way/962636590,"Mo-Th,Sa 10:00-23:00; Fr 10:00-24:00; Su 11:00-22:30"
node/293506221,
node/10062643211,
node/3796265638,
way/135669417,Mo-Su 10:00-23:00
node/958765282,Su-Th 12:00-24:00; Fr-Sa 12:00-28:00
node/290869247,
node/11293946841,
way/1091557043,
node/1493030273,
node/10095833252,
node/3932136290,Mo-Th 16:00-23:00; Fr-Sa 12:00-23:00; Su 12:00-22:00
60bdc89d-78fd-4b40-a52b-6780a36f49a9,
node/3510377459,Mo 15:00-23:00; Tu-Th 14:00-23:00; Fr-Sa 13:00-24:00; Su 12:00-23:00
node/958790121,
node/958771969,
way/984433443,
node/4515363508,Mo-Fr 10:00-23:00; Sa 08:00-23:00; Su 09:00-23:00
node/10880980667,
way/232838695,
way/1211376678,
node/2684055013,
node/1199974660,
8d00564b-b2c7-4f2f-b65b-c7ed3d5cdf99,
b7ff71b0-ca8b-4a4b-9bf1-df7192c27c2f,
way/1020264673,
way/189512277,Su-Th 12:00-23:00; Fr-Sa 12:00-00:00
way/297712176,
way/297712178,Tu 16:00-23:00; We-Sa 12:00-23:00; Su 12:00-22:30
way/111213087,
way/189057265,
way/194526301,
way/189512279,"Mo-Sa 11:00-23:00, Su 12:00-22:30"
way/194212864,Mo-Th 07:00-23:00; Fr 07:00-00:00; Sa 08:00-00:00; Su 08:00-23:00
node/13505172132,"Mo,Tu 15:00-23:00; We-Sa 12:00-23:00; Su 12:00-22:00"
node/596495525,
way/239013600,Mo-Fr 13:00-23:00; Sa 12:00-23:00; Su 12:00-22:30
way/177636940,Mo-Th 16:00-22:00; Fr 16:00-23:00; Sa 12:00-23:00; Su 12:00-21:00
way/863145766,
way/376224323,Su-Th 11:00-23:00; Fr-Sa 11:00-00:00
9f796171-5af4-42eb-9344-034265e5ac2a,
node/13279695976,
way/251145063,
way/376224324,Mo-Sa 11:00-23:00; Su 11:00-22:00
way/422434399,Mo-Th 16:00-23:00; Fr 16:00-00:00; Sa 12:00-00:00; Su 12:00-22:00
way/997355498,off
way/422437719,"PH,Mo-Su 08:00-24:00"
way/489593405,
way/524304727,Mo-Sa 11:30-23:00; Su 11:30-22:30
way/922524127,Mo-Th 11:00-23:00; Fr 11:00-00:00; Sa 11:00-01:00; Su 12:00-22:00
way/59959849,
72fca699-cbeb-45c4-969c-087253b32c41,
way/59993524,
way/59959811,
way/106895343,
way/72247006,
way/58640885,
way/62325658,"Mo-Th 12:00-15:00, 17:00-21:00; Fr 12:00-21:00; Sa 11:00-13:00, 14:00-21:00; Su 12:00-18:00"
way/161857848,
way/74220865,
way/59982027,
way/106788720,
way/27515855,
way/289374226,"Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 00:00-01:00,11:00-24:00; Su 00:00-01:00,11:00-22:00"
node/2847109210,
node/26992533,
node/150609647,
node/479652522,Mo-Th 16:00-21:00; Fr-Su 13:00-21:00
node/1933445586,Mo-Sa 12:00-23:00; Su 12:00-22:30
way/289754952,Mo-Th 15:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:00
way/289446739,
node/26992933,Su-Th 12:00-23:00; Fr-Sa 12:00-25:00
way/289754934,Mo 17:00-23:00; Tu-Sa 12:00-23:00; Su 12:00-22:30
bec3728e-39ab-4ff7-89b1-d14abea3fc73,
node/6568034385,Tu-Su 12:00-22:00
way/185915390,
way/337242148,
way/126610395,
way/142242672,
way/1232672895,
way/1441909739,
672727b2-5f01-4943-a319-a3ac921406c9,
node/1110092576,
node/663887799,
node/316076964,
node/8757588717,
node/663887781,Mo-We 14:00-23:00; Th 14:00-00:00; Fr 13:00-00:00; Sa 12:00-00:00; Su 12:00-23:00
667237c8-aa93-4370-bcc9-b0b06a5fc11b,
node/603248300,
way/289802013,
node/2447618917,Mo-We 11:00-23:00; Th-Sa 11:00-00:00; Su 12:00-22:30
node/611889351,
way/555937241,"Mo-Th 11:00-00:00, Fr-Sa 11:00-01:30, Su 12:00-00:00"
way/334030129,Su-Th 12:00-23:00; Fr-Sa 12:00-00:00
node/479652529,Su-Th 12:00-23:00; Fr-Sa 12:00-00:00
way/618118967,
node/2395017747,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:00
node/659512226,Mo-Th 11:00-23:00; Fr-Sa 11:00-01:00; Su 11:00-22:30
way/111349153,Mo-We 12:00-23:00; Th-Su 10:00-23:00
node/3637918315,Mo-Tu off; We-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:00
way/1245783602,We-Th 16:00-22:00; Fr 16:00-23:00; Sa 12:00-23:00; Su 12:00-20:00
way/452834181,11:00-11:30
node/4232481693,"Mo-Th 11:00-23:00; Fr, Sa 11:00-00:00; Su 12:00-22:30 || Mo-Sa 11:21:00; Su 12:00-19:00 ""Kitchen"""
node/273456489,
way/821901394,
way/583053300,
node/429257204,
node/264156218,
way/145406190,
way/1112549296,
way/96584368,
94351842-0a52-4e1e-89ac-d0b6651ee2b0,
way/1080977183,Mo 13:00-22:00; Tu-Th 12:30-23:00; Fr-Sa 12:30-23:30; Su 12:30-22:30
a8a95f1c-36de-4a22-8cda-08c9ae461132,
node/90272342,Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 09:00-24:00; Su 09:00-23:00
node/10280296806,Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 10:00-24:00; Su 10:00-23:00
node/449207412,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:00
node/12202023783,Mo-Fr 12:00-23:00; Sa 11:00-23:00; Su 12:00-22:30
node/9891375140,Tu 16:00-22:30; We-Sa 12:00-22:30; Su 12:00-21:00
way/479277796,Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 11:00-24:00; Su 11:00-22:30
node/12189261755,Mo-Sa 12:00-23:00; Su 12:00-22:30
way/593459444,Mo-Th 12:00-23:00; Fr-Sa 12:00-01:00; Su 12:00-23:00
node/12185302738,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
318db6de-bea0-4c64-b95b-bea8d6010e9a,
node/616235574,
d0a06ced-ab32-44c2-bf6f-1df4112c4bb6,
node/11786475613,Tu-Th 16:00-23:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-23:00
fd9129f4-92f7-4fe4-8e75-805e35729f8a,
node/2846285826,
node/9510946145,
way/200175760,
node/25729218,
way/211942078,
way/200499475,"Mo-Fr 15:00-24:00, Sa,Su 12:00-24:00"
node/1828784790,
way/82732716,
way/86678068,
node/13367060313,
node/12572448581,Mo 16:00-23:00; Tu-Fr 16:00-24:00; Sa 12:30-24:00; Su 12:30-23:00
node/333125738,closed
node/12572476260,"Mo 17:00-23:00, Tu-Th 12:00-23:00, Fr 12:00-24:00, Sa 11:00-24:00, Su 12:00-23:00"
way/157452542,Mo-Fr 11:00-23:00; Sa 11:00-24:00; Su 12:00-22:30
way/80823095,
node/12572448556,
node/12572476234,
way/171081629,
node/1666149588,Mo-Su closed
node/333125744,
node/4821946845,
way/76866041,08:00-18:00
way/579389935,
node/12572448542,
way/434179033,"Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 00:00-01:00,12:00-24:00; Su 00:00-01:00,12:00-23:00"
node/5264614507,
way/930752231,"Mo-Th 12:00-22:00; Fr,Sa 12:00-23:00; Su 12:00-21:00"
node/9117411107,Mo-We 11:00-23:00; Th-Sa 11:00-24:00; Su 12:00-23:00
way/492411237,Mo-Th 17:00-23:00; Fr 15:00-24:00; Sa 12:00-24:00; Su 12:00-23:00
node/282022744,
node/178448909,
way/224131481,
way/754110894,
way/1033935072,
node/9657161178,Mo-Th 10:00-23:00; Fr 10:00-25:00; Sa-Su 12:00-25:00
node/12827193551,Mo-We 16:00-22:00; Th 16:00-23:00; Fr 16:00-24:00; Sa 14:00-24:00; Su 16:00-20:00
d4088ee0-6dec-42ae-9f33-77654f1ddb68,
node/12532965637,Mo-Th 16:00-23:00; Fr 16:00-25:00; Sa 12:00-25:00; Su 12:00-22:30
a5d83f32-5395-48f1-ac56-df151a464ca0,
node/12876881598,
node/280606863,
node/5843761645,Mo-Th 16:00-23:00; Fr-Sa 12:00-23:00; Su 12:00-22:00
way/1187589494,Mo-Th 10:00-23:00; Fr-Su 11:00-26:00
node/280606890,
way/372116667,Mo 12:00-00:00; Tu-Th 11:00-00:00; Fr 11:00-01:00; Sa 09:00-01:00; Su 09:00-00:00
node/13054215867,Mo-Th 15:00-24:30; Fr-Su 13:30-24:30
way/492091342,
way/288984963,
node/9026571820,Th-Fr 18:00-23:00; Sa 12:00-23:00; Su 12:00-22:00
404189b2-2698-467f-b89e-10eec8074728,
node/2478195217,
node/2464003776,
10935e99-30af-49de-bfee-81164637d5b7,
node/12438617775,
9469276a-51fa-47b7-bf35-69746b76a144,
way/1013465936,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
way/1141797704,
way/638690911,
way/950101217,
node/13691299423,Tu-Th 17:00-22:30; Fr 17:00-23:00; Sa 14:00-23:00; Su 14:00-22:30
node/4463795243,"Mo 17:00-22:00; Tu-We 11:30-14:30,17:00-22:00; Th-Fr 11:30-14:30, 17:00-23:00; Sa 11:00-15:00,18:00-23:00; Su 12:30-14:30"
way/239552326,
node/412209049,Mo-Th 16:00-23:00; Fr 16:00-23:00; Sa 12:00-23:00; Su 16:00-22:00
4012a8de-14d7-48ce-906a-6f6a3d68c6c6,
way/238585366,
1d2a492b-1cc4-4cd8-838f-075a6ff76406,
way/909348524,Mo-Sa 11:00-22:00; Su 12:00-22:30
way/112344676,
way/363961554,Mo 12:00-23:00; Tu-We 12:00-23:30; Th-Sa 12:00-00:00; Su 12:00-22:30
way/875868241,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 12:00-22:30
node/27512718,Mo-Sa 12:00-23:00; Su 12:00-22:00
node/1375162583,Tu-Th 17:00-00:00; Fr 15:00-00:00; Sa 13:00-00:00; Su 13:00-21:00
way/879574206,Mo-Sa 11:00-23:00; Su 12:00-22:30
node/8167917118,
node/364654278,
d061c16d-3e27-495a-b31b-ad77af26753a,
way/204733070,
node/441202439,Mo-Sa 11:00-23:00; Su 11:00-22:30
node/1720298837,
node/615621429,"Mo-Th 17:00-23:00; Fr,Sa 12:00-23:00; Su 12:00-22:30"
node/679821063,
node/2287275689,
way/204738603,
ddfe0721-b16e-4c5c-8f56-8b762a183107,
d5e31bf2-f872-4659-9270-e9aeef7ba818,
way/204733077,"Mo-We 17:00-23:00, Th 17:00-24:00, Fr 17:00-02:00, Sa 12:00-02:00, Su 12:00-23:00"
node/3068306969,
way/251032188,
node/1958568591,
way/854337125,
way/339465008,
node/3340684903,
way/99790830,
way/324737722,
node/287612487,
node/1112173867,
way/341419642,
way/425003585,Mo-Th 12:00-23:00; Fr 12:00-00:00; Sa 10:00-00:00; Su 10:00-22:30
way/1249142247,
node/3468565224,
node/3362469515,
way/770274342,
node/287612242,
node/1112279162,
node/1601053417,
way/111787083,Mo-Sa 11:00-23:00; Su 12:00-10:30
node/344369989,
way/340395024,
way/824641941,
5e8cd155-6880-4f2a-9666-8897bfcbf0de,
node/2217127366,Mo-We 16:00-23:00; Th 16:00-00:00; Fr 14:00-01:00; Sa 12:00-01:00; Su 12:00-23:00
4fd2672f-dd88-4f4a-a6ab-2b6f9b8b913e,
way/310822362,Mo-We 16:00-23:00; Th 16:00-00:00; Fr-Sa 12:00-02:00; Su 12:00-22:30
way/305154786,
node/251526423,
node/291671992,Su-Tu 12:00-23:00; We-Fr 12:00-00:00; Sa 10:00-13:00
node/283614125,
node/292938407,
way/302327793,
8430444c-e831-4279-b3ac-149545453001,
way/698372312,
way/138701168,
way/688103320,"Su-Th 11:00-23:00; Fr,Sa 11:00-24:00"
way/816983433,
way/592451312,
way/815853897,
node/800705084,
way/592451311,
way/592373230,
way/592186849,
way/460102253,
way/459902731,
way/804352652,
way/809290502,
way/244995917,
way/592186836,Mo-Sa 11:00-23:00; Su 12:00-22:30
way/804352650,
way/158998447,Mo-Su 12:00-23:00
way/157991592,"Mo-Th 12:00-24:00; Fr,Sa 12:00-01:00; Su 12:00-22:30"
way/29391600,
way/837636082,"Mo-Th 11:00-23:00; Fr, Sa 11:00-24:00; Su 12:00-22:30"
way/1053467007,Mo-Fr 12:00-23:00; Sa 10:00-23:00; Su 12:00-22:30
way/987524634,Mo-Fr 11:00-23:00; Sa 10:00-23:00; Su 10:00-22:30
way/30838121,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 09:00-18:00
6383b5c1-16fc-4369-9921-dd932226fee0,
way/951404431,
node/18235090,
way/157991596,12:00-23:00
way/1011542614,"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 12:00-22:30"
way/1011068934,
way/145796452,"Mo-Th 11:00-23:00; Fr,Sa 11:00-01:00; Su 11:00-23:00"
way/1010368002,
node/812415878,
way/407868651,10:00-00:30
way/1011102852,
way/1011414093,
way/287678177,
18d14389-d379-4b85-a05a-7d018bf4ce15,
5d295bf3-ccd9-464f-a312-38715be43905,
way/1223071579,
node/11383287251,
way/256603481,
node/11383287247,
way/1251782791,
node/194249790,
node/1446829604,
node/1314591894,
way/1155060967,
way/479854544,
node/288991925,
way/410303607,
way/913129291,
node/1657901115,
node/1314592576,
c26bc5d2-9d06-40c9-8e4d-4fed67556ea4,
node/1858255566,
node/6284670927,
node/8736085499,
node/288988361,
node/1296827396,Mo-Th 16:00-23:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-22:30
node/298368300,
way/574202702,
node/169140546,
way/129098686,
node/5554760222,
way/237918839,Mo-Su 12:00-22:00
node/2261568916,"Mo-We 16:00-23:00; Th,Fr 16:00-24:00; Sa,Su 12:00-24:00"
way/129098674,
b139b7a0-e175-4e1b-8add-b71d2cc27e63,
way/856154834,
c4c659d0-07f4-41a5-bce3-89e968513f46,
way/436523538,
node/1737829082,"Mo-Sa 11:00-23:00, Su 11:00-22:30"
2d87e410-ea13-4489-9c97-6b8743143571,
8dc88f23-6738-49dc-a5b6-4228d42ef9ad,
way/204180591,"Mo-Th 07:00-23:00, Fr 07:00-00:00, Sa 08:00-00:00, Su 08:00-22:30"
way/204031258,Mo-Sa 10:00-23:00; Su 11:00-22:30
way/436529105,
way/836367566,
node/5782065244,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
node/169140424,
way/924558051,
node/3423539966,
way/790879743,
way/924558086,
way/757708326,
way/791132629,Mo-Su 12:00-23:00
way/757708319,
way/204488347,Su-Th 12:00-23:00; Fr-Sa 12:00-00:00
way/956366728,
way/317442798,
node/1973954225,
way/791165727,Su-Tu 12:00-23:00; We-Th 12:00-00:00; Fr-Sa 12:00-01:00
way/1106704861,
way/204180594,Mo 09:00-23:00; Tu-Sa 12:00-23:00; Su 12:00-22:30
way/99420375,
way/790879751,
way/331995902,
node/1737829080,Mo-Su 12:00-23:00
node/1141570209,
way/800485597,
node/4117016441,
way/450830263,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 12:00-23:00
node/39663028,
node/258750121,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 12:00-23:00
node/1645487214,
way/481262557,Mo-We 11:00-23:00; Th 11:00-00:00; Fr-Sa 11:00-01:00; Su 12:00-23:00
way/450830265,Su-Th 11:00-23:00; Fr-Sa 11:00-00:00
way/379967724,Mo-Sa 08:00-23:00; Su 12:00-23:00
way/531068519,Mo-Sa 08:30-23:00; Su 08:30-22:30
way/1229048703,
node/395410781,Mo-Tu 10:00-23:00; We-Su 10:00-00:00
way/481262547,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 12:00-22:30
way/488752418,"Su-Th 12:00-23:00, Fr,Sa 12:00-24:00"
node/4926469145,
way/1212143912,Mo-Th 16:00-23:00; Fr 16:00-00:00; Sa 12:00-00:00; Su 12:00-22:30
way/460796326,Mo-We 11:00-23:00; Th-Fr 11:00-00:00; Sa 10:00-00:00; Su 10:00-22:30
way/487723323,Mo-Th 11:00-00:00; Fr-Sa 11:00-01:00; Su 12:00-23:00
way/531239102,Mo-Sa 08:00-23:00; Su 12:00-22:30
node/1295894932,
way/448014277,Mo-Sa 12:00-23:00; Su 12:00-22:00
node/39741897,
way/1287078169,Mo-Th 16:00-23:00; Fr-Su 12:00-23:00
node/394942390,Su-Th 08:00-00:00; Fr-Sa 08:00-01:00
way/96105013,
node/1316301006,Mo-Fr 12:00-23:30; Sa 11:00-23:30; Su 12:00-23:00
8a50bcc2-906c-45e3-8db9-d665b8aed25b,
4e97460d-1ac4-4cc1-91b4-6314a6f14e93,
a867c35f-ebe2-42ab-b8fe-be22fc7098a7,
way/418075242,
409b421e-0a49-4d53-9fe4-1c4ec01f1d1f,
node/345871050,
way/547522392,Mo-Sa 10:00-23:00; Su 11:00-22:30
node/267432002,
node/581058547,
way/140515796,Mo-Sa 11:00-23:00; Su 12:00-23:00
way/140469340,
way/547522399,
node/311153571,
way/547238388,
way/31200563,
node/246518042,
node/295905009,
node/169440015,
2d533330-770b-4dfc-a5be-ce453c398953,
way/263674306,
node/169384510,
way/603491262,"Mo-Th, Sa 11:00-23:00; Fr 11:00-22:00"
way/113115182,
node/287553265,
way/161490892,Mo-We 10:00-23:00; Th-Sa 10:00-00:00; Su 10:00-22:30
way/531216986,
way/529667796,
way/321967936,
way/544897741,Mo-Fr 07:00-23:00; Sa 08:00-23:00; Su 08:00-22:30
way/531373357,
way/116957518,
f95b09be-710d-4cdf-a364-aeb6af1084dc,
way/118720825,Mo-Su 10:00-23:00
way/112544263,
way/188091841,Mo-Sa 12:00-23:00; Su 12:00-22:30
way/203884513,
way/130873539,
way/100822478,
way/1211583959,
way/418385090,Mo-Fr 11:00-23:00; Sa 12:00-23:00
way/1182778179,
way/129805303,
way/545664029,
way/449283140,
node/271387709,Mo-Sa 12:00-23:00; Su 12:00-22:30
027ccc56-b3f8-47fb-b208-746a4546ce97,
way/448420160,"Fr,Sa 11:00-24:00; Su 12:00-22:30; Mo-Th 11:00-23:00"
node/271516102,Mo-Su 11:00-23:00
way/448872664,"Mo-Su,PH 12:00-23:00"
node/3688619646,
way/242294516,
node/370604215,
way/449102845,
node/128329850,
way/447309968,
way/542748010,
node/302011571,
way/907561728,
way/340180684,
way/447309973,
node/148782410,"Mo-Su,PH 00:00-00:00"
node/385560795,
4e5caa67-dc69-4fd5-90aa-2d88ce0d6536,
node/618653525,
way/538990064,
way/158919239,Mo-Sa 12:00-23:00; Su 12:00-21:00
a956ed3f-23c9-4f54-b5f6-6c3b9bea1749,
node/568198493,
way/174444748,
node/8363665233,
way/262477180,
node/290621086,
way/147249462,
way/159407057,
way/203984283,"Mo-We 10:00-23:30, Th-Sa 10:00-24:00, Su 10:00-22:30"
way/547171167,
node/295905003,Mo-Fr 11:00-23:00
node/3223507051,
095a700d-b74c-47d8-b738-c22db71a39d9,
way/633865298,
8d942947-78ba-4457-8998-b59409b6fcef,
node/295466191,
way/121526267,
way/161525099,
node/13235500301,Mo-Sa 12:00-23:00; Su 12:00-22:00
way/551566816,
way/121526242,
node/27718642,Mo-Fr 11:00-23:00; Sa 12:00-23:00; Su 12:00-22:30
way/121526273,
way/421258894,
2a735f8f-0630-44a2-8754-d9b94df239b9,
node/675808547,Mo-Fr 12:00-22:00
e6cfdfad-da89-4b14-9484-4f244a7a8907,
c20dd7c8-c0db-4ba2-8257-7466ae53ae85,
node/675803384,
node/675867856,
node/675942580,
node/670648653,
node/291047638,
way/372477665,
way/298087465,
node/290017300,
way/273602168,
node/274268703,Mo-Th 12:00-23:00; Fr-Sa 12:00-01:00; Su 12:00-22:00
way/96598023,
node/275549532,
node/2510273562,
way/96598337,
way/529414452,
node/291977904,
1abb10d5-727c-4246-b93d-d9e053e0a3db,
d5eea275-b9df-4473-95ff-2422b44a5c9c,
node/292615228,Mo-Th 11:30-00:00; Fr-Sa 11:30-01:00; Su 11:30-23:00
way/863832100,
1cd6360d-8f7b-4d9d-8acb-4aa1b706e490,
33f2d007-8c43-4a2d-b67e-350d21fb8dd5,
046f2507-f75c-4872-8502-d667379ddd42,
way/147249458,
f56f4432-acdf-452f-9330-73480bab79a4,
way/865707213,
way/893965349,
way/861436031,
node/280835217,
way/781302184,
way/902771276,
node/862464724,"Mo-Fr 12:00-15:00,17:00-22:00; Sa 12:00-21:00; Su 12:00-19:00"
way/121083435,
way/904652259,Mo-Fr 12:00-23:00; Sa 10:00-23:00; Su 10:00-22:00
node/443032351,
node/280835439,Tu-Sa 12:00-23:00; Mo 17:00-23:00; Su 12:00-22:00
way/225536856,
node/8308248176,
2da5edda-4fc4-45bf-995b-c5540caa2438,
4b718a41-2e82-4ebb-b9f0-675c729686c7,
node/246112013,
node/9878756230,"Mo 17:00-22:00; Tu-Th 17:00-00:00; Fr, Sa 14:00-02:00; Su 12:00-23:00"
node/392625788,"Mo-Th,Su 12:00-23:00; Fr-Sa 12:00-01:00"
e3273078-3cd6-4569-af75-2e8518682f00,
way/1106581292,Mo-Th 15:00-23:00; Fr 15:00-24:00; Sa 12:00-24:00; Su 12:00-23:00
d26bd560-6a2d-4727-ad56-ba82f5e8256b,
node/246115186,
node/246111569,
way/1106823471,Mo-Th-16:00-23:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-22:30
node/13577578001,
node/248932665,Mo-Th 16:00-23:00; Fr 16:00-00:00; Sa 12:00-00:00; Su 12:00-23:00
way/1206353507,Mo-Th 16:00-23:00; Fr 12:00-00:00; Sa 11:30-00:00; Su 12:00-22:30
node/273509342,
node/248921524,
node/4717389968,"Mo-We 16:00-23:00, Th 16:00-00:00, Fr 16:00-01:00, Sa 12:00-01:00, Su 12:00-23:00"
node/12679983901,
node/1314925438,Tu-Th 16:00-22:00; Fr 16:00-00:00; Sa 12:00-00:00; Su 12:00-22:30
node/248933565,
node/248921520,
way/961153760,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-22:30
node/248921522,
way/481010121,
node/279526311,
node/248921516,
node/289829475,"17:00-02:00; Th 17:00-03:00; Fr,Sa 17:00-04:00"
node/12093799635,"Mo-Tu,Su 17:00-24:00; We 17:00-01:00; Th-Sa 17:00-02:00"
way/837514107,
way/835630866,"Mo-Th 11:00-23:00; Fr,Sa 11:00-00:00; Su 12:00-22:30"
way/835849598,"Mo-Th 08:30-23:30; Fr,Sa 08:30-00:00; Su 08:30-23:30"
way/837514114,
way/182697408,
node/7858027226,
way/469910180,
bb9391c3-6c01-41b0-b2a9-1316b3d9662a,
node/9908253789,
way/151171737,
node/1134441899,
a82c31e5-476a-492c-b891-a20fb8022349,
way/150574019,
way/1211008216,
node/2252633852,
way/144670488,
node/20973312,
ef634373-6512-4b8b-8163-282e7a6731c3,
0d32922c-f940-4d7a-870a-35717c250a6e,
node/4026677008,
node/364655406,
way/1210875022,
node/1375172419,
way/151288979,
node/1149064292,
way/641951206,
node/377720122,
way/331966112,
way/911213761,Mo-Su 08:30-23:00
way/146549714,
way/1211647587,
way/150563483,"Mo-Th 09:00-22:00, Fr,Su 09:00-23:00, Sa 09:00-24:00"
way/944382658,
node/364654823,
way/836216414,
way/120935754,
way/144670484,
way/836216417,
way/144713460,
node/49300405,
node/20973316,
way/374780156,
node/290621074,
way/87853299,
node/364655175,
way/121083434,Mo-Su 12:00-22:00
node/539689482,
node/1478210424,"Th,Sa-Tu 12:00-22:30, We,Fr 12:00-24:00+"
e34dc9d8-eac0-4dad-a4de-14fccc19053a,
way/655597244,Mo-Sa 11:00-00:00; Su 12:00-23:00
85be582f-8511-456c-bb3f-bf4a185c54c4,
node/1360505703,
node/2080592567,"Mo-Fr 17:00-02:00; Sa,Su 12:00-02:00"
way/813541218,Mo-We 11:00-23:00; Th-Sa 11:00-00:00; Su 12:00-22:30
way/121272357,Mo-Sa 11:00-23:00; Su 12:00-21:00
way/809594843,
node/20821133,"""by appointment"""
way/121558830,
node/3701524147,
way/1424762272,
node/6345003065,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-23:00
node/1786388184,
node/1275835684,
way/803764529,
node/12595899238,We-Fr 17:00-23:00; Sa 13:00-23:00; Su 14:00-22:00
node/4975270291,
node/261310647,
3c36e23d-3d63-4d09-812a-050f14ea77b4,
way/1007077773,
node/261348576,
node/1103275887,Su-Tu 12:00-23:30; We-Th 12:00-00:30; Fr-Sa 12:00-01:00
way/428293736,
way/296861478,Mo-Sa 11:30-23:00; Su 12:00-22:30
way/498824930,
node/108035448,
node/261000393,Mo-Fr 16:00-23:00; Sa 12:00-23:00; Su 12:00-22:30
node/904362356,Mo-Su 08:00-00:00
node/7061825385,
way/972617699,
node/10087011293,
node/279391479,
8f87f083-846d-40cf-956c-8bf2d144d07f,
way/321450395,Mo-We 16:30-23:00; Th 16:30-00:00; Fr 16:30-01:00; Sa 12:00-01:00; Su 12:00-22:30
node/261245915,Mo 16:30-23:00; Tu-Th 16:30-24:00; Fr 16:30-25:00; Sa 12:00 - 25:00; Su 12:00-23:00
node/11006274641,"Mo 16:00-20:00; Tu 16:00-21:00; We 16:00-23:00; Th-Sa 12:00-23:00; Su, PH 12:00-20:00"
node/9316184134,"Mo-Fr 16:00-23:59,00:00-11:30; Sa 12:00-23:30; Su 12:00-22:30"
f74deb9b-b189-4561-bd39-e0d60a245b5e,
way/155062259,
way/321450393,
way/1090549508,Mo-Th 11:00-00:00; Fr-Sa 11:00-01:00; Su 12:00-23:00
way/503405904,
node/279391483,
node/266877019,
node/132960560,
way/321929832,
way/321923641,Mo-Fr 16:00-24:00; Sa 15:00-02:00; Su 15:00-24:00
way/171299014,
way/321214835,
way/1006213538,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-23:00
way/784394726,
node/446882323,
way/439037559,"Tu-Th 16:00-22:00, Fr 12:00-00:00, Sa 12:00-01:30"
way/501361093,
way/775919714,"Su-Th 12:00-23:00, Fr,Sa 12:00-24:00"
node/446882529,"Su-Th 11:00-24:00, Fr,Sa 11:00-01:00"
way/357280502,
node/30592674,
way/356687576,
way/159741243,
way/357564841,Mo-Th 12:00-23:00; Fr-Sa 11:00-00:00; Su 12:00-20:00
way/363039919,
way/357280516,
way/772671772,"Mo-Th 10:00-23:00, Su 11:00-22:30, Fr,Sa 10:00-24:00"
way/765454461,
way/436849635,Mo-Tu Closed; We-Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-23:00
node/489706578,Mo-Sa 12:00-22:00; Su 12:00-21:00
node/2151137768,
way/790740459,
node/1587485161,
way/362240472,Mo-Fr 12:00-23:00; Sa 10:00-23:00; Su 12:00-22:30
way/948721326,
relation/12704739,
92ee03b5-35c2-4ffa-99cb-e18b31c916e5,
node/402386714,"Mo-Th 10:00-23:00; Fr-Sa 10:00-24:00; Su 10:00-23:00 || Mo-Fr 12:00-22:00 open ""Kitchen"" || Sa 10:00-22:00; Su 10:00-21:00 open ""Kitchen"""
relation/12811040,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-22:30
node/8620475154,
way/226382772,"Su-Th 12:00-24:00, Fr,Sa 12:00-02:00"
way/952193494,
node/13435875145,
node/1496718867,
node/13518978862,
node/1713315332,
way/159244751,
way/945088844,"Su-Th 11:00-23:00; Fr,Sa 11:00-24:00"
node/8648598325,
way/959553654,
way/273759179,
node/425362689,
way/937498584,
node/11343785904,
